"105年01月01日 至 105年12月31日 除權除息計算結果表"
"資料日期","股票代號","股票名稱","除權息前收盤價","除權息參考價","權值+息值","權/息","漲停價格","跌停價格","開盤競價基準","減除股利參考價","詳細資料","最近一次申報資料 季別/日期","最近一次申報每股 (單位)淨值","最近一次申報每股 (單位)盈餘",
"105年06月30日","8271","宇瞻","30.20","28.18","2.013280","息","30.95","25.40","28.20","28.18","除權息資料","110年第1季","28.80","1.23",
"105年06月30日","8463","潤泰材","18.70","17.70","1.000000","息","19.45","15.95","17.70","17.70","除權息資料","110年第1季","16.19","0.18",
"105年07月01日","1558","伸興","149.50","140.00","9.500000","息","154.00","126.00","140.00","140.00","除權息資料","110年第1季","87.74","5.42",
"105年07月01日","1560","中砂","53.60","49.90","3.700000","息","54.80","44.95","49.90","49.90","除權息資料","110年第1季","32.45","1.05",
"105年07月01日","2420","新巨","39.40","36.90","2.500000","息","40.55","33.25","36.90","36.90","除權息資料","110年第1季","21.74","0.68",
"105年07月01日","3094","聯傑","22.45","21.29","1.160000","息","23.40","19.20","21.30","21.29","除權息資料","110年第1季","12.98","0.21",
"105年07月01日","3305","昇貿","22.40","21.35","1.041250","息","23.45","19.25","21.35","21.35","除權息資料","110年第1季","31.92","1.04",
"105年07月01日","6136","富爾特","24.60","22.50","2.100000","息","24.75","20.25","22.50","22.50","除權息資料","110年第1季","23.34","-0.07",
"105年07月01日","6213","聯茂","32.35","30.75","1.600000","息","33.80","27.70","30.75","30.75","除權息資料","110年第1季","41.96","1.93",
"105年07月01日","6412","群電","35.90","33.54","2.350234","息","36.85","30.20","33.55","33.54","除權息資料","110年第1季","22.16","1.49",
"105年07月01日","8112","至上","15.80","15.57","0.228929","權","17.35","14.05","15.80","15.80","除權息資料","110年第1季","19.84","1.62",
"105年07月04日","1521","大億","83.30","78.30","5.000000","息","86.10","70.50","78.30","78.30","除權息資料","110年第1季","23.36","0.28",
"105年07月04日","2642","宅配通","24.50","23.90","0.600000","息","26.25","21.55","23.90","23.90","除權息資料","110年第1季","23.47","0.64",
"105年07月04日","4952","凌通","43.50","40.30","3.200000","息","44.30","36.30","40.30","40.30","除權息資料","110年第1季","20.24","0.89",
"105年07月04日","4999","鑫禾","44.95","41.95","3.000000","息","46.10","37.80","41.95","41.95","除權息資料","110年第1季","45.19","0.71",
"105年07月04日","5388","中磊","73.00","69.14","3.854448","息","76.00","62.30","69.10","69.14","除權息資料","110年第1季","32.17","0.56",
"105年07月04日","6278","台表科","27.70","26.20","1.500000","息","28.80","23.60","26.20","26.20","除權息資料","110年第1季","47.51","1.37",
"105年07月04日","6505","台塑化","90.00","86.00","4.000000","息","94.60","77.40","86.00","86.00","除權息資料","110年第1季","34.84","1.88",
"105年07月04日","8081","致新","72.00","67.00","5.000000","息","73.70","60.30","67.00","67.00","除權息資料","110年第1季","58.27","4.66",
"105年07月04日","9188","精熙-DR","4.25","4.10","0.143640","息","4.51","3.69","4.10","4.10","除權息資料","97年第4季","0.00","0.83",
"105年07月04日","9931","欣高","32.20","31.20","1.000000","息","34.30","28.10","31.20","31.20","除權息資料","110年第1季","20.93","0.67",
"105年07月04日","9943","好樂迪","54.50","50.50","4.000000","息","55.50","45.45","50.50","50.50","除權息資料","110年第1季","28.94","1.31",
"105年07月05日","1215","卜蜂","41.35","39.35","2.000000","息","43.25","35.45","39.35","39.35","除權息資料","110年第1季","32.94","1.45",
"105年07月05日","1232","大統益","82.10","77.10","5.000000","息","84.80","69.40","77.10","77.10","除權息資料","110年第1季","31.52","3.05",
"105年07月05日","1444","力麗","8.79","8.29","0.500000","息","9.11","7.47","8.29","8.29","除權息資料","110年第1季","10.78","0.08",
"105年07月05日","1504","東元","27.80","27.00","0.800000","息","29.70","24.30","27.00","27.00","除權息資料","110年第1季","33.13","0.53",
"105年07月05日","1907","永豐餘","9.74","9.44","0.300000","息","10.35","8.50","9.44","9.44","除權息資料","110年第1季","27.37","0.94",
"105年07月05日","1909","榮成","16.45","15.45","1.000000","息","16.95","13.95","15.45","15.45","除權息資料","110年第1季","20.52","0.40",
"105年07月05日","2115","六暉-KY","49.00","46.80","2.200000","息","51.40","42.15","46.80","46.80","除權息資料","110年第1季","31.11","1.13",
"105年07月05日","2316","楠梓電","29.35","24.85","4.500000","息","27.30","22.40","24.85","24.85","除權息資料","110年第1季","41.56","0.58",
"105年07月05日","2456","奇力新","62.00","58.80","3.200000","息","64.60","53.00","58.80","58.80","除權息資料","110年第1季","96.15","1.87",
"105年07月05日","3006","晶豪科","29.70","28.53","1.163769","息","31.35","25.70","28.55","28.53","除權息資料","110年第1季","32.80","2.30",
"105年07月05日","3338","泰碩","24.35","22.84","1.509323","息","25.10","20.60","22.85","22.84","除權息資料","110年第1季","19.21","0.13",
"105年07月05日","3698","隆達","16.50","15.85","0.647298","息","17.40","14.30","15.85","15.85","除權息資料","109年第4季","19.66","-1.24",
"105年07月05日","6128","上福","40.50","37.50","3.000000","息","41.25","33.75","37.50","37.50","除權息資料","110年第1季","25.17","0.44",
"105年07月06日","1326","台化","82.10","78.60","3.500000","息","86.40","70.80","78.60","78.60","除權息資料","110年第1季","62.86","2.20",
"105年07月06日","1507","永大","46.70","44.00","2.700000","息","48.40","39.60","44.00","44.00","除權息資料","110年第1季","29.43","0.53",
"105年07月06日","2538","基泰","14.60","13.30","1.300000","息","14.60","12.00","13.30","13.30","除權息資料","110年第1季","14.37","0.01",
"105年07月06日","3090","日電貿","24.35","22.35","2.000000","息","24.55","20.15","22.35","22.35","除權息資料","110年第1季","24.60","1.25",
"105年07月06日","4526","東台","24.30","23.50","0.800000","息","25.85","21.15","23.50","23.50","除權息資料","110年第1季","18.82","-0.30",
"105年07月06日","4532","瑞智","26.65","25.05","1.600000","息","27.55","22.55","25.05","25.05","除權息資料","110年第1季","18.00","0.27",
"105年07月06日","8046","南電","28.95","27.95","1.000000","息","30.70","25.20","27.95","27.95","除權息資料","110年第1季","52.45","2.45",
"105年07月06日","8422","可寧衛","179.50","169.50","10.000000","息","186.00","153.00","169.50","169.50","除權息資料","110年第1季","55.91","3.42",
"105年07月07日","1220","台榮","11.65","11.15","0.500000","息","12.25","10.05","11.15","11.15","除權息資料","110年第1季","13.74","0.37",
"105年07月07日","1460","宏遠","15.60","14.80","0.800000","息","16.25","13.35","14.80","14.80","除權息資料","110年第1季","7.79","0.04",
"105年07月07日","1474","弘裕","10.65","10.15","0.500000","息","11.15","9.14","10.15","10.15","除權息資料","110年第1季","15.53","0.35",
"105年07月07日","1727","中華化","12.90","12.40","0.500000","息","13.60","11.20","12.40","12.40","除權息資料","110年第1季","12.09","0.35",
"105年07月07日","1786","科妍","48.90","48.40","0.500000","息","53.20","43.60","48.40","48.40","除權息資料","110年第1季","23.42","0.40",
"105年07月07日","1809","中釉","10.60","10.40","0.200000","息","11.40","9.36","10.40","10.40","除權息資料","110年第1季","17.42","0.08",
"105年07月07日","1904","正隆","11.50","10.90","0.600000","息","11.95","9.81","10.90","10.90","除權息資料","110年第1季","24.09","1.12",
"105年07月07日","1906","寶隆","10.45","10.30","0.150000","息","11.30","9.27","10.30","10.30","除權息資料","110年第1季","45.71","0.00",
"105年07月07日","2308","台達電","158.00","153.00","5.000000","息","168.00","138.00","153.00","153.00","除權息資料","110年第1季","59.21","2.53",
"105年07月07日","2367","燿華","10.50","9.80","0.700000","息","10.75","8.82","9.80","9.80","除權息資料","110年第1季","17.56","1.89",
"105年07月07日","2409","友達","11.00","10.65","0.350000","息","11.70","9.59","10.65","10.65","除權息資料","110年第1季","20.11","1.25",
"105年07月07日","2451","創見","98.40","91.60","6.800000","息","100.50","82.50","91.60","91.60","除權息資料","110年第1季","41.68","1.30",
"105年07月07日","2455","全新","45.65","43.47","2.176484","息","47.80","39.15","43.45","43.47","除權息資料","110年第1季","16.91","1.22",
"105年07月07日","2597","潤弘","45.05","40.45","4.600000","息","44.45","36.45","40.45","40.45","除權息資料","110年第1季","36.07","2.74",
"105年07月07日","2606","裕民","24.80","23.80","1.000000","息","26.15","21.45","23.80","23.80","除權息資料","110年第1季","28.02","0.41",
"105年07月07日","2634","漢翔","43.00","41.64","1.360000","息","45.80","37.50","41.65","41.64","除權息資料","110年第1季","14.55","-0.28",
"105年07月07日","2731","雄獅","90.80","86.20","4.600000","息","94.80","77.60","86.20","86.20","除權息資料","110年第1季","22.16","-1.63",
"105年07月07日","2906","高林","12.00","11.50","0.500000","息","12.65","10.35","11.50","11.50","除權息資料","110年第1季","14.48","0.05",
"105年07月07日","3028","增你強","18.80","17.10","1.700000","息","18.80","15.40","17.10","17.10","除權息資料","110年第1季","21.47","0.90",
"105年07月07日","3040","遠見","31.40","28.40","3.000000","息","31.20","25.60","28.40","28.40","除權息資料","110年第1季","29.39","0.64",
"105年07月07日","3532","台勝科","30.20","29.10","1.100000","息","32.00","26.20","29.10","29.10","除權息資料","110年第1季","53.24","0.84",
"105年07月07日","3550","聯穎","14.05","13.05","1.000000","息","14.35","11.75","13.05","13.05","除權息資料","110年第1季","22.67","0.46",
"105年07月07日","6120","達運","11.70","11.49","0.205999","息","12.60","10.35","11.50","11.49","除權息資料","110年第1季","14.30","-0.52",
"105年07月07日","8016","矽創","104.50","99.50","5.000000","息","109.00","89.60","99.50","99.50","除權息資料","110年第1季","54.58","6.55",
"105年07月07日","8163","達方","19.90","17.90","2.000000","息","19.65","16.15","17.90","17.90","除權息資料","110年第1季","31.84","0.72",
"105年07月07日","8213","志超","30.20","28.20","2.000000","息","31.00","25.40","28.20","28.20","除權息資料","110年第1季","49.00","1.41",
"105年07月07日","8341","日友","152.50","149.00","3.500000","息","163.50","134.50","149.00","149.00","除權息資料","110年第1季","30.25","1.95",
"105年07月07日","9902","台火","9.40","9.20","0.200000","息","10.10","8.28","9.20","9.20","除權息資料","110年第1季","12.60","0.05",
"105年07月07日","9904","寶成","42.55","41.05","1.500000","息","45.15","36.95","41.05","41.05","除權息資料","110年第1季","41.37","2.13",
"105年07月08日","1612","宏泰","8.20","7.94","0.260000","息","8.73","7.15","7.94","7.94","除權息資料","110年第1季","17.54","0.56",
"105年07月08日","2478","大毅","16.50","16.29","0.201124","息","17.90","14.70","16.30","16.29","除權息資料","110年第1季","42.12","1.75",
"105年07月08日","2838","聯邦銀","8.82","8.42","0.400000","息","9.26","7.58","8.42","8.42","除權息資料","110年第1季","18.47","0.31",
"105年07月08日","3047","訊舟","10.30","9.80","0.500000","息","10.75","8.82","9.80","9.80","除權息資料","110年第1季","11.47","-0.16",
"105年07月08日","4164","承業醫","51.50","49.49","2.003555","息","54.40","44.55","49.50","49.49","除權息資料","110年第1季","38.12","0.67",
"105年07月08日","4555","氣立","68.80","65.70","3.100000","息","72.20","59.20","65.70","65.70","除權息資料","110年第1季","37.92","0.66",
"105年07月08日","4733","上緯","123.00","118.00","5.000000","息","129.50","106.50","118.00","118.00","除權息資料","105年第2季","45.56","0.74",
"105年07月08日","5215","科嘉-KY","33.25","30.25","3.000000","息","33.25","27.25","30.25","30.25","除權息資料","110年第1季","46.18","3.12",
"105年07月08日","6205","詮欣","27.20","25.20","2.000000","息","27.70","22.70","25.20","25.20","除權息資料","110年第1季","25.99","0.30",
"105年07月08日","6215","和椿","17.15","16.90","0.250000","息","18.55","15.25","16.90","16.90","除權息資料","110年第1季","15.51","1.36",
"105年07月08日","6224","聚鼎","60.00","55.70","4.300000","息","61.20","50.20","55.70","55.70","除權息資料","110年第1季","28.15","1.70",
"105年07月08日","6449","鈺邦","26.90","25.30","1.600000","息","27.80","22.80","25.30","25.30","除權息資料","110年第1季","27.85","0.82",
"105年07月08日","8072","陞泰","23.85","22.85","1.000000","息","25.10","20.60","22.85","22.85","除權息資料","110年第1季","27.12","0.06",
"105年07月08日","8210","勤誠","59.20","56.60","2.600000","息","62.20","51.00","56.60","56.60","除權息資料","110年第1季","33.48","1.05",
"105年07月11日","1109","信大","10.10","9.90","0.200000","息","10.85","8.91","9.90","9.90","除權息資料","110年第1季","22.68","0.83",
"105年07月11日","1457","宜進","10.60","10.00","0.600000","息","11.00","9.00","10.00","10.00","除權息資料","110年第1季","21.08","0.31",
"105年07月11日","1735","日勝化","14.00","13.00","1.000000","息","14.30","11.70","13.00","13.00","除權息資料","110年第1季","14.90","0.02",
"105年07月11日","2208","台船","15.25","14.75","0.500000","息","16.20","13.30","14.75","14.75","除權息資料","110年第1季","14.13","0.07",
"105年07月11日","2338","光罩","8.60","8.30","0.300000","息","9.13","7.47","8.30","8.30","除權息資料","110年第1季","18.95","1.64",
"105年07月11日","2369","菱生","8.75","8.48","0.263087","息","9.32","7.64","8.48","8.48","除權息資料","110年第1季","13.56","0.29",
"105年07月11日","2376","技嘉","39.20","36.70","2.500000","息","40.35","33.05","36.70","36.70","除權息資料","110年第1季","48.39","4.34",
"105年07月11日","2437","旺詮","49.75","45.75","4.000000","息","50.30","41.20","45.75","45.75","除權息資料","106年第1季","47.47","0.48",
"105年07月11日","2535","達欣工","16.95","15.95","1.000000","息","17.50","14.40","15.95","15.95","除權息資料","110年第1季","23.45","0.68",
"105年07月11日","3014","聯陽","29.20","27.20","2.000000","息","29.90","24.50","27.20","27.20","除權息資料","110年第1季","32.98","2.33",
"105年07月11日","3055","蔚華科","18.05","17.05","0.998296","息","18.75","15.35","17.05","17.05","除權息資料","110年第1季","23.22","-1.06",
"105年07月11日","3481","群創","10.90","10.70","0.199999","息","11.75","9.63","10.70","10.70","除權息資料","110年第1季","25.21","1.15",
"105年07月11日","3518","柏騰","26.90","25.85","1.043691","息","28.40","23.30","25.85","25.85","除權息資料","110年第1季","17.30","-0.08",
"105年07月11日","4190","佐登-KY","91.90","86.90","5.000000","息","95.50","78.30","86.90","86.90","除權息資料","110年第1季","35.07","1.22",
"105年07月12日","1338","廣華-KY","117.00","112.50","4.500000","息","123.50","101.50","112.50","112.50","除權息資料","110年第1季","76.93","1.37",
"105年07月12日","1476","儒鴻","302.50","292.00","10.500000","息","321.00","263.00","292.00","292.00","除權息資料","110年第1季","74.75","4.95",
"105年07月12日","1536","和大","143.50","140.30","3.200000","息","154.00","126.50","140.50","140.30","除權息資料","110年第1季","31.05","0.20",
"105年07月12日","2010","春源","10.70","10.20","0.500000","息","11.20","9.18","10.20","10.20","除權息資料","110年第1季","16.51","0.40",
"105年07月12日","2031","新光鋼","15.85","15.25","0.600000","息","16.75","13.75","15.25","15.25","除權息資料","110年第1季","27.33","2.00",
"105年07月12日","2101","南港","27.95","27.74","0.201692","息","30.50","25.00","27.75","27.74","除權息資料","110年第1季","13.06","0.26",
